animal, ,"('okay let look at your animal book', 'Mother')","[0, 'okay let look at your animal book']",book,19.6246329493419,female,Providence
toy, ,"('Max say Ruby your pillow be in your toy chest and your toy your toy be in your bed', 'Mother')","[0, 'Max say Ruby your pillow be in your toy chest and your toy your toy be in your bed']",bed,20.8874925563153,female,Providence
animal, ,"('okay you want to look at your animal book', 'Mother')","[0, 'okay you want to look at your animal book']",book,23.8546992751391,female,Providence
clothes, ,"('dress up clothes', 'Mother')","[0, 'dress up clothes']",dress,23.2304564775457,female,Providence
animal, ,"('should we put the animal to bed Lily', 'Camera_Operator')","[0, 'should we put the animal to bed Lily']",bed,21.3946898293599,female,Providence
animal, ,"('oh should the animal go to bed', 'Mother')","[0, 'oh should the animal go to bed']",bed,21.3946898293599,female,Providence
animal, ,"('sweetie be we go read your animal book', 'Mother')","[0, 'sweetie be we go read your animal book']",book,23.8546992751391,female,Providence
animal, ,"('what animal do you see a cow say moo', 'Mother')","[0, 'what animal do you see a cow say moo']",cow,23.8546992751391,female,Providence
food, ,"('the pediatrician say Lily what be your favorite food and I like oh my god if she say chocolate I in such trouble', 'Mother')","[0, 'the pediatrician say Lily what be your favorite food and I like oh my god if she say chocolate I in such trouble']",chocolate,24.1319123595967,female,Providence
animal, ,"('and both this little kitty cat and this little animal be both musician because he play the flute', 'Mother')","[0, 'and both this little kitty cat and this little animal be both musician because he play the flute']",cat,25.0333682416477,female,Providence
animal, ,"('and both this little kitty cat and this little animal be both musician because he play the flute', 'Mother')","[0, 'and both this little kitty cat and this little animal be both musician because he play the flute']",kitty,25.0333682416477,female,Providence
animal, ,"('I try to tell the difference between chicken the animal and chicken to eat', 'Mother')","[0, 'I try to tell the difference between chicken the animal and chicken to eat']",chicken,21.8218033224502,female,Providence
animal, ,"('I try to tell the difference between chicken the animal and chicken to eat', 'Mother')","[0, 'I try to tell the difference between chicken the animal and chicken to eat']",chicken,21.8218033224502,female,Providence
food, ,"('look at all the yum food peach lemon apple orange', 'Mother')","[0, 'look at all the yum food peach lemon apple orange']",apple,19.6246329493419,female,Providence
food, ,"('look at all the yum food peach lemon apple orange', 'Mother')","[0, 'look at all the yum food peach lemon apple orange']",orange,19.6246329493419,female,Providence
animal, ,"('huh spike animal huh this look like your fish', 'Mother')","[0, 'huh spike animal huh this look like your fish']",fish,23.8546992751391,female,Providence
animal, ,"('huh spike animal huh this look like your fish', 'Mother')","[0, 'huh spike animal huh this look like your fish']",fish,23.8546992751391,female,Providence
food, ,"('she ask Lily what her favorite food be I say if Lily say chocolate I in trouble', 'Mother')","[0, 'she ask Lily what her favorite food be I say if Lily say chocolate I in trouble']",chocolate,24.1319123595967,female,Providence
toy, ,"('Max say Ruby your pillow be in your toy chest and your toy be in your bed', 'Mother')","[0, 'Max say Ruby your pillow be in your toy chest and your toy be in your bed']",bed,21.3946898293599,female,Providence
animal, ,"('look should I set all the animal up and you can roll the ball', 'Mother')","[0, 'look should I set all the animal up and you can roll the ball']",ball,26.0333887759502,female,Providence
food, ,"('it just like flour water food color', 'Mother')","[0, 'it just like flour water food color']",water,25.7561756914926,female,Providence
animal, ,"('they have these little bucket with these little tiny animal the fish she love the fish we get her the fish and a snake a month a go or something', 'Mother')","[0, 'they have these little bucket with these little tiny animal the fish she love the fish we get her the fish and a snake a month a go or something']",fish,23.8546992751391,female,Providence
animal, ,"('they have these little bucket with these little tiny animal the fish she love the fish we get her the fish and a snake a month a go or something', 'Mother')","[0, 'they have these little bucket with these little tiny animal the fish she love the fish we get her the fish and a snake a month a go or something']",fish,23.8546992751391,female,Providence
toy, ,"('Lily do you tell Manuela about the special door show you got_to see about the city of lose toy', 'Mother')","[0, 'Lily do you tell Manuela about the special door show you got_to see about the city of lose toy']",door,25.7561756914926,female,Providence
toy, ,"('it like the toy itself be not so interest it just the fact that there water there you know', 'Mother')","[0, 'it like the toy itself be not so interest it just the fact that there water there you know']",water,23.8546992751391,female,Providence
food, ,"('do you try and give some food to Moby the kitty cat', 'Mother')","[0, 'do you try and give some food to Moby the kitty cat']",cat,20.8874925563153,female,Providence
food, ,"('do you try and give some food to Moby the kitty cat', 'Mother')","[0, 'do you try and give some food to Moby the kitty cat']",kitty,20.8874925563153,female,Providence
animal, ,"('engineer drive train that carry person animal and other heavy load', 'Mother')","[0, 'engineer drive train that carry person animal and other heavy load']",train,26.0333887759502,female,Providence
animal, ,"('a live stock car carry animal', 'Mother')","[0, 'a live stock car carry animal']",car,26.0333887759502,female,Providence
furniture, ,"('a world of outdoor stand and push cart gold and silver ornament book old furniture fruit and vegetable person', 'Mother')","[0, 'a world of outdoor stand and push cart gold and silver ornament book old furniture fruit and vegetable person']",book,24.1319123595967,female,Providence
food, ,"('no food for puppy on the shelf', 'Mother')","[0, 'no food for puppy on the shelf']",puppy,22.7232592045011,female,Providence
food, ,"('oh that the saddle and the horse food', 'Mother')","[0, 'oh that the saddle and the horse food']",horse,22.7232592045011,female,Providence
food, ,"('that horse food for the horse you right', 'Mother')","[0, 'that horse food for the horse you right']",horse,22.7232592045011,female,Providence
food, ,"('the horse like its horse food', 'Mother')","[0, 'the horse like its horse food']",horse,22.7232592045011,female,Providence
food, ,"('right you can show the food to baby Cassey but baby Cassey be so little that the only thing she can have be milk', 'Mother')","[0, 'right you can show the food to baby Cassey but baby Cassey be so little that the only thing she can have be milk']",milk,27.1648288465882,female,Providence
animal, ,"('oh_my_goodness look at your big animal book', 'Mother')","[0, 'oh_my_goodness look at your big animal book']",book,26.8876157621306,female,Providence
animal, ,"('oh baby elephant be a animal you right', 'Mother')","[0, 'oh baby elephant be a animal you right']",elephant,27.1648288465882,female,Providence
animal, ,"('what animal be that the sheep', 'Father')","[0, 'what animal be that the sheep']",sheep,29.1977247992772,female,Providence
clothes, ,"('no not in your party dress if you want change your clothes we can play in the', 'Mother')","[0, 'no not in your party dress if you want change your clothes we can play in the']",dress,28.5262531058133,female,Providence
clothes, ,"('hurry hurry go get dress put on the clothes you like good', 'Mother')","[0, 'hurry hurry go get dress put on the clothes you like good']",dress,29.5919834082835,female,Providence
animal, ,"('as the day grow short and cold in the fall some bird and animal leave their summer home and travel great distance to spend the winter', 'Mother')","[0, 'as the day grow short and cold in the fall some bird and animal leave their summer home and travel great distance to spend the winter']",bird,31.9205733177273,female,Providence
animal, ,"('well some bird and animal leave their summer home and travel great distance to spend the winter in warm land where there be plenty of food this be call migration', 'Mother')","[0, 'well some bird and animal leave their summer home and travel great distance to spend the winter in warm land where there be plenty of food this be call migration']",bird,31.9205733177273,female,Providence
food, ,"('well some bird and animal leave their summer home and travel great distance to spend the winter in warm land where there be plenty of food this be call migration', 'Mother')","[0, 'well some bird and animal leave their summer home and travel great distance to spend the winter in warm land where there be plenty of food this be call migration']",bird,31.9205733177273,female,Providence
animal, ,"('in the fall wherever you live you may find sign of bird and animal get ready for the winter', 'Mother')","[0, 'in the fall wherever you live you may find sign of bird and animal get ready for the winter']",bird,31.9205733177273,female,Providence
clothes, ,"('everyone will be dress in the fine clothes and Cinderella will wear her mother beautiful gown', 'Mother')","[0, 'everyone will be dress in the fine clothes and Cinderella will wear her mother beautiful gown']",dress,29.5919834082835,female,Providence
food, ,"('be chocolate your favorite food', 'Mother')","[0, 'be chocolate your favorite food']",chocolate,28.5262531058133,female,Providence
food, ,"('it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge', 'Mother')","[0, 'it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge']",bird,31.9205733177273,female,Providence
food, ,"('it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge', 'Mother')","[0, 'it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge']",water,31.9205733177273,female,Providence
food, ,"('it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge', 'Mother')","[0, 'it be hard for bird to find enough to eat in the winter so you can help them by put out food and water for them in your yard or on a window ledge']",window,31.9205733177273,female,Providence
